Callsign,Origin,Destination,Aircraft
,COI,MLB,P28A
,PBI,FLL,C56X
,NEW,BOW,PA24
,AMA,TCL,B752
,RCK,SEE,LJ35
,MYF,PSP,C82R
,GRI,INT,E170
,ONM,VNY,B737
,TCM,YDT,SF50
,BED,CMH,C700
,PHL,AMS,B788
,CBF,MIQ,EC35
,DAL,BTR,H25B
,RBD,BEC,BE36
,LAL,GIF,M20P
,DEN,LEM,CRJ2
,RMG,ATL,B712
,EPG,LNK,B407
,TUS,LIC,B738
,BDL,PIM,C130
,YWG,YYZ,A320
,YKF,IWD,B38M
,BCT,YYZ,A321
,YYZ,FLL,GLEX
,WYS,FLL,GL7T
,CMV,AMZ,RV6
,CYR,LOB,B738
,DIQ,BAT,A321
,SAO,CGH,EC30
,SJC,HLI,Unknown
,STN,VAR,GLF6
,MRF,NLU,A320
,IMP,JHF,Unknown
,BCN,MAD,A20N
,YGR,BCN,A332
,FRA,BER,A320
,SSI,HOU,FA7X
,AUS,FRA,B77L
,CCE,LHR,B789
,ATH,IST,A20N
,SHJ,SJJ,A35K
,LGW,ZAD,B38M
,LEJ,CGN,B752
,MXP,LIN,A320
,TOS,OSY,DH8C
,AMS,IXJ,B77W
,MXP,LIS,A320
,LHR,AMS,A20N
,AGP,GOT,C680
,SAW,YEI,A21N
,NCL,MAD,B38M
,CMF,DUB,CL60
,NBO,IST,A306
,IXE,TLV,B789
,SGL,MNL,C208
,TOD,SIQ,A20N
,SZX,PKX,B77W
,TSN,PEK,A321
,DEL,CCU,B738
,CCU,DEL,A20N
,KCZ,KMJ,A21N
,MMY,SYO,B738
,TOY,KKJ,B788
,CTS,OKA,A321
,KDT,DMK,B739
,LFM,DOH,B763
,DXB,BOM,B38M
,EGX,AKN,C208
,LGA,TPA,A321
,LGB,PVU,Unknown
,DEN,BDL,A306
,JAS,CEV,B737
,RNT,PAE,C162
,CLL,HTV,BE58
,SQL,TKF,S22T
,GRK,JCY,P28R
,SPA,CLT,CL35
,COS,APA,C172
,LAS,EWR,B39M
,BWI,LNA,CL30
,PTT,FLL,A20N
,PVU,AZA,BE36
,DEN,LBL,B738
,GUC,LNN,C340
,SGR,LJN,Unknown
,LIC,APA,C172
,GVL,RST,CL60
,OMA,JAC,E55P
,CVG,LAS,B738
,SDF,RIC,B752
,PVU,FIL,PC12
,TKF,NUQ,PC12
,LEE,CTH,C25B
,MSP,YXE,B744
,SJC,POP,GA6C
,FXE,RBD,CL60
,DYL,BBX,EC45
,IML,AHC,E75L
,SRQ,ECP,PC12
,FLL,CHS,A320
,CZK,JCT,B739
,DFW,ASL,CRJ7
,VRS,DCA,B752
,OPF,STL,A319
,GRR,SNK,C56X
,SPZ,RVS,C172
,LBB,REE,PA24
,CDD,GJT,C700
,CMH,FPR,A319
,MSP,VLE,B738
,PTV,SNA,C414
,MPR,SLN,C172
,GSO,RWI,C25B
,SCF,STP,F900
,OMA,DAL,B38M
,ADS,TRL,E50P
,AUN,BFI,TBM9
,OKC,RKH,B738
,ESF,MSY,T206
,IDA,AUS,C680
,NEW,LFT,C525
,HYA,TPA,C68A
,BMI,PGS,B738
,ENL,GUS,C130
,YYZ,MRF,B738
,GRU,YAL,B789
,MZO,AYS,A321
,YAA,ZEL,DH8D
,YQU,ZHP,BE20
,CHC,PPQ,RV6
,OAM,CHC,P208
,JHF,SDU,B350
,POJ,QCH,B738
,PLU,QDF,SF50
,TGQ,QMF,BE9L
,HIF,PVU,Unknown
,ARB,DTW,Unknown
,MYG,CRI,B737
,TZX,KUT,A320
,SCQ,BTZ,C25C
,BBU,TYN,B744
,VLC,OSL,A20N
,AMM,LHR,A20N
,BKB,CND,A35K
,MUC,BRS,B38M
,RCK,GCM,B38M
,LEJ,QCB,B752
,ZRH,ANR,A320
,AZH,AMS,B77W
,ANR,LIS,A320
,ORY,FAO,A20N
,ALA,CTA,A333
,LAX,SJC,GLEX
,ZRH,PRG,BCS3
,LSX,KUL,A333
,KUL,KUV,A333
,TJQ,KUA,B788
,PEK,TSN,A321
,CAN,FUO,A321
,CNI,FUO,A321
,TSN,TNA,A20N
,WLE,GLT,B350
,ADL,AVV,SR22
,MEB,MBW,SR20
,AKL,AMZ,BE55
,GLT,ROK,A139
,CCU,RJA,A320
,AOY,HND,B789
,BND,MNH,B38M
,SUB,MLG,B735
,SRQ,ORD,E75L
,YAM,AUW,C185
,AUO,FTY,BE55
,OMA,LNK,B58T
,LRD,MRC,SW4
,SUU,MOD,P28A
,SNA,REO,C560
,MSN,DEN,B738
,DUJ,DEN,B39M
,NLC,VIS,T206
,FRN,DRF,CH7B
,MAC,PLR,A321
,EAU,PDK,CL60
,SPA,CSG,E55P
,MSL,IKB,DA42
,EWN,GNT,B738
,GGG,TYR,P28A
,SJC,DEN,A320
,VGT,SAN,T206
,DAL,PGR,CL35
,ORD,FNT,CRJ2
,ABE,FPR,H25B
,JEF,MKC,Unknown
,WHP,SEE,C525
,MKC,VNC,M20P
,BNL,GSO,CL30
,FMY,DTW,B753
,STL,PPA,A21N
,SCF,BGT,C25B
,PAO,RHV,S22T
,HWO,EGE,GLF6
,ANR,MMU,GLF6
,RVS,SWO,P28A
,HST,PBI,M20P
,MXL,CPX,B752
,FXE,FPR,AC90
,PVU,RFD,BE20
,CLT,MSY,A319
,PHX,ONY,B39M
,DWH,LCH,C172
,TYR,GGG,SR22
,OCF,HHH,C25B
,TAD,PNX,B738
,SUS,MQY,BE36
,TEB,RAP,GLF4
,BGT,CNO,C152
,PLN,IND,TBM9
,SAQ,OXC,F900
,COU,MFD,B712
,SAF,NOT,C68A
,RSW,RDU,B737
,DCA,ORD,B738
,TRC,CDD,A20N
,DEN,SLT,Unknown
,EGE,YYZ,H25B
,YTM,YHU,SR22
,YMX,YTZ,DH8D
,ISJ,DAB,A321
,ZFW,YPE,BE20
,MCO,HVR,CL60
,YYC,YXS,DH8D
,TRG,AMZ,P28A
,BAT,CGR,B738
,SAO,PNG,C25M
,SAN,MYF,Unknown
,AZP,NLU,A20N
,BCN,AGA,F2TH
,BKB,POZ,A333
,LYN,MPL,HDJT
,MAD,BER,A20N
,LEJ,MUC,C55B
,BHX,GLO,B738
,INV,FSS,AT45
,LHR,BCN,B789
,SOD,VCP,PC12
,ANR,VCE,A320
,HOA,SOF,A320
,HEW,ATH,A320
,LIS,CPH,A320
,CPH,LIS,A20N
,CPH,LHR,A20N
,FAB,LTN,CL60
,SZB,CND,B744
,SZX,FUJ,B38M
,ADL,MKY,E190
,HTI,ZBO,B738
,CYG,CBR,A320
,BHS,BWU,SF50
,DEL,TIR,A21N
,DTB,KTE,F2TH
,DOH,PMS,B789
,TLV,SYD,A35K
,PKU,BTH,B738
,IND,STP,CRJ9
,EWR,FEP,B737
,CLD,NTD,BE35
,WGO,FRR,C150
,OCF,LEE,C182
,CJS,APA,GALX
,PHX,SFH,CL60
,ADR,MIA,CRJ2
,ABE,IAH,B763
,SRQ,TMB,SF50
,BOG,MQU,BE20
,CLT,RDU,C560
,SUA,CRG,PA31
,SAN,CLE,B739
,MIA,IWS,B38M
,AUS,APA,S22T
,BBD,MVC,B38M
,SER,GFD,PA32
,OPF,CHS,F900
,STL,MCO,E55P
,JHM,BUR,GA5C
,MXC,CEZ,C172
,LGA,RSW,B738
,FLG,PJB,B407
,PJB,SCF,LNC2
,HYS,EAR,A320
,PAO,LVK,S22T
,UCY,AUO,LJ60
,TEX,NEW,E50P
,ALW,BOI,C510
,ALM,AUZ,EA50
,MCO,TCL,A320
,VRB,EWR,A320
,NLN,SCF,C560
,APF,GYY,C56X
,SFO,LAX,GA5C
,WWA,MRI,C172
,PSB,NUQ,B39M
,EPH,RDU,GLF4
,JFK,LHR,B772
,SBA,PHX,A319
,ORD,DFW,B738
,LGA,BNA,E170
,UDI,GRU,Unknown
,SLC,LOU,F2TH
,CNO,POC,SR22
,FMY,LRU,B38M
,ATL,AUS,A319
,MSP,DIK,B739
,HOT,CFD,P28B
,SFO,NLN,CRJ2
,ADS,TXK,B350
,LCH,NPA,SR22
,SNY,AHF,C68A
,GWS,DVT,TBM9
,CLT,ORD,B738
,APA,END,BE40
,TCL,ETS,H60
,MRB,OWK,B38M
,FXE,BIM,S22T
,YDC,YYC,BE20
,BFG,YYC,B789
,DUD,OAM,BE20
,ASG,CHC,AT3T
,VCP,JHF,C172
,SDU,JHF,C25B
,DIA,IXU,GLF6
,ARE,MAZ,B738
,NLU,PAZ,A21N
,TLL,LED,A320
,BCN,AMS,A320
,IXM,MCT,B38M
,RTM,AMS,B738
,LIS,ORY,A20N
,EDO,GZP,B738
,BKB,PAB,A333
,BVA,TSF,B738
,KNR,XXN,A20N
,HCN,BZL,A339
,FUJ,MWX,B738
,RRK,PKX,B789
,MTQ,MEL,B763
,NSV,CUD,C172
,BWU,MYA,AC50
,OGU,LCA,B789
,GSM,HDR,B38M
,AUH,ATL,A35K
,MMU,IND,GLF5
,DTA,BTF,CRUZ
,MOT,RVS,C25A
,TUS,DEN,E75L
,CHL,JAC,C560
,ANC,SKW,DH2T
,HOU,SNA,H25B
,BXS,SEE,C150
,HHR,CNO,C172
,BGE,GVL,SR22
,XNA,SWO,PA44
,ATL,FLL,A321
,REX,TLC,H25B
,UST,MRK,BE58
,CHS,MIC,E55P
,TUL,BUF,Unknown
,SEE,MYF,C140
,SEA,PSP,B738
,DEN,BFK,J328
,GLB,PHX,B407
,GKT,ORD,A320
,TYS,HCA,SR20
,CGH,SAO,C182
,HPN,LAS,GLF4
,HPN,DCA,CRJ7
,AVW,SAT,S22T
,TUS,FCH,H25B
,ONM,ATL,A21N
,AHC,VEL,E75L
,NLC,SEE,C172
,DAL,LCQ,C56X
,SEE,CLD,PA24
,EVV,SGF,E145
,OCN,SNA,R22
,FWH,TRL,BE36
,AFW,TUL,PA32
,MMN,YHZ,B764
,TCM,MVW,C185
,FAT,CLG,P28A
,JFK,SLC,A332
,BNA,UNU,E170
,SHD,INW,B38M
,DEN,CAO,B38M
,TRC,PEQ,GLF6
,DFW,DPA,CRJ2
,SWO,GOK,C172
,TPA,PBI,B738
,SJT,JCT,BE20
,FHU,PHX,AS50
,CUS,GRK,E45X
,OFF,PSM,R135
,GHF,SOF,C17
,BNA,YGR,F900
,YYZ,SBX,A321
,NPL,WAG,DA40
,EZE,AEP,LJ60
,AAX,JHF,C525
,QHP,GVR,A321
,VCP,DIQ,A21N
,CKO,QMF,C25M
,AZP,TLC,GLF2
,EZE,MEX,B789
,DUS,LBG,PC12
,ERF,BLQ,C25M
,HRT,AGP,LJ45
,BOH,PSL,DA42
,SUF,CFU,EC45
,BQH,LNZ,ASTR
,FRA,VIE,G200
,OBL,CPH,A320
,SOF,ELT,A320
,OST,BUD,C650
,AMS,GVA,A20N
,PRG,UTP,A333
,ZRH,BSL,PC12
,ZHI,EML,P28A
,ZRH,BXO,A109
,AOY,DXB,A333
,NNA,CAI,A21N
,OTP,VNO,BCS3
,PKU,BKI,A320
,HKG,MNL,A339
,SJW,TNA,A333
,CNI,TSN,A20N
,CAN,PKX,A21N
,HBA,LST,B412
,BWU,CUG,AC50
,DEL,BLR,A20N
,CZN,HND,A35K
,SDS,OKJ,CRJ7
,HND,OIM,B738
,LVP,DOH,B738
,IXR,CNN,A320
,RKT,DXB,B77W
,DXB,JSY,B38M
,IST,YGP,A35K
,BNA,SGR,C25B
,SFH,HSH,C25A
,BXS,SEE,G115
,XXN,RUH,C55B
,CSN,SCF,B350
,BWI,TPA,B737
,BTV,BIS,S22T
,CRG,LZU,T206
,EWR,IAD,B77W
,FTW,SNK,BE20
,HSH,GCW,SR20
,BZN,MSY,E545
,KYO,MAC,C82R
,BOG,MIA,A332
,CPM,AVX,C182
,OPF,JLN,LJ60
,IYK,SMO,C182
,BNA,LUK,SF50
,MSC,TRM,P32R
,YVR,FLL,GLF6
,BMG,IND,DA40
,STL,SNK,B737
,GYM,DVT,PC12
,SAT,SLC,C25B
,BXK,BGT,T210
,IRK,EMP,P28A
,BTF,BYI,DA40
,MCC,SQL,PC12
,SRQ,BUF,A320
,ISM,BCT,B06
,HDH,HHI,C150
,CPS,LAL,P28A
,ORD,MTO,A321
,GRU,IAD,B764
,LAA,APA,C25C
,OCF,TYS,SF50
,LNK,TEX,C560
,EDC,CNW,S22T
,SAC,SBP,BE33
,SOP,ATL,B764
,DRA,VNY,T206
,LZU,TCL,BE55
,WHP,VNY,GLF4
,WPO,FDR,C25A
,MIV,YNG,C68A
,BNA,IND,B738
,VRB,SJU,H25B
,RIL,SBS,TBM7
,SMX,KIC,T38
,YRO,YUL,A320
,YUL,YYC,AS55
,YQB,YQM,A321
,YZU,ZHP,BE20
,AKL,WTZ,C210
,EZE,TFS,A332
,REC,DIQ,A21N
,PHX,AZA,Unknown
,MIV,WRI,Unknown
,PAE,SEA,Unknown
,PAQ,SKW,Unknown
,LAX,GEG,GLF6
,MEX,MTY,B789
,TEX,BIF,E550
,SPX,CLJ,A20N
,SQZ,HUY,C208
,BYF,DUB,E190
,AUS,NVD,A35K
,LCL,GCM,B38M
,BLJ,HVN,A333
,ANR,OSL,A320
,AMS,VLC,E190
,FRA,TRN,E75L
,KUT,RTM,GL5T
,SIR,QLS,Unknown
,SNN,IOM,B738
,JFK,DUB,A21N
,CIA,TLV,H25B
,LYP,DBD,B763
,RUH,LVP,A20N
,DAT,HDG,B738
,HDG,JNG,A20N
,PER,ENB,F100
,NBH,MTL,C310
,TSV,NTL,P8
,TKN,FUK,B738
,KHH,DMK,B739
,MAA,DXB,B763
,CCE,BND,A320
,FAU,AHA,B77W
,SYZ,DXB,B38M
,HLP,RGT,C30J
,SUA,MRN,C525
,HLI,SNS,L8
,CRP,ARA,E45X
,OCF,SPG,BE36
,BIL,DEN,B738
,JAX,LOU,C56X
,ORF,POB,SR22
,FNL,GXY,P28A
,HMO,TUS,SF50
,SRQ,SDF,E55P
,MTH,SPA,E50P
,HSH,DVT,PC12
,MHT,PHL,B763
,APC,SCF,C68A
,WHP,IYK,BE35
,PHL,CAP,A21N
,MAF,DAL,C25A
,HOU,BCT,BE40
,PTT,HYS,BE9L
,AYS,SGU,E55P
,ROL,BFL,B737
,NQX,CRE,E55P
,BCB,BTR,E55P
,RSW,ATL,B752
,BIL,BZN,CC11
,ACT,EDC,SR20
,LAS,SWO,C68A
,LXV,DEN,Unknown
,PIA,DFW,CRJ9
,QNV,SAO,Unknown
,GPT,ATO,B58T
,ORL,JAN,GLF4
,OCF,ORL,P28A
,TTN,PYM,PC12
,OXD,CVG,C172
,CAP,VRS,CL35
,JFK,TRI,A319
,OPF,RDU,BE9L
,BJI,FCM,PC12
,FFL,ALO,C182
,DSM,AMW,PA30
,RBD,TDW,B350
,GRU,DFW,B788
,IAH,DEN,A319
,PID,FCY,B739
,SAA,APC,B737
,MIA,ORD,B738
,RND,RCK,BE36
,LNK,GIF,TBM9
,BLM,LNA,TBM9
,SBA,SNA,PC12
,TRM,ADW,GLF5
,SJU,TNT,B763
,MRO,WLG,CC11
,SAO,GRU,A320
,AIF,JOI,C25M
,APQ,TFL,A20N
,UBT,SAO,EC30
,MCO,GHC,GLF4
,ENA,SXQ,Unknown
,NKX,RIV,Unknown
,LAX,SMO,Unknown
,SEZ,PRI,GLF6
,KUT,OSL,A20N
,GLA,EDI,P28A
,WFD,BFS,A320
,SLT,YQK,A35K
,MZJ,YPL,B77L
,AYN,PKX,GLEX
,LUX,AMS,E75L
,OPO,BCN,A320
,HAM,POZ,AT76
,CAT,GOT,CL35
,BUS,ISL,B738
,ANK,MCT,A21N
,CQM,BHX,B738
,YYT,OWK,A21N
,VNO,CLJ,B753
,ERZ,PEK,A332
,HUZ,WEH,B738
,TYN,HDG,A20N
,TYN,TNA,C919
,BNE,CUD,C172
,WGA,MEB,Unknown
,JAD,PER,C210
,FUK,HSG,AT46
,CTS,SDS,A21N
,TJH,KMQ,A320
,HND,BKK,B788
,CJM,DMK,B739
,SYJ,DXB,B38M
,HLP,PPR,C30J
,SBM,HHH,B350
,THA,JAX,E190
,SEE,MYF,P28A
,RNT,SKA,PC12
,GVL,MGE,BE36
,PGO,AOH,B763
,VLE,DVT,P28A
,OKC,RBD,CL30
,FXE,KTP,T210
,MYF,GDC,B350
,MAC,HRL,A320
,DFW,SLG,B38M
,TOC,ATL,A321
,PCH,GRK,B763
,RFD,LOT,C421
,PIE,PDK,GALX
,ACB,MKG,BE36
,APF,GDC,LJ45
,RNH,EAU,EC45
,CLD,OMA,C501
,CXO,PBI,F2TH
,TPA,TEB,GLF6
,CHO,MDT,C25A
,CNK,HYS,BE35
,ORD,CRW,CRJ7
,DAL,SLC,E550
,RBG,TRM,GLF4
,CID,MKC,SR20
,CWF,LCH,C172
,PAE,GEG,E75L
,HPN,IAD,BE40
,DAY,CLT,CRJ7
,PBI,AUS,C25B
,VIS,POC,PA44
,POB,FPR,C25B
,DNN,REO,A319
,MIC,PHX,C56X
,MSV,SYR,B38M
,MHV,GLB,P28R
,SCF,CMH,CL35
,PIH,HPN,GLF6
,GAD,LAX,B38M
,CSN,RNO,AS50
,MSC,PJB,BE95
,SNK,BTY,A321
,SXQ,WWA,C182
,APF,TEB,C68A
,MIA,XSC,B738
,SNA,RAL,C25A
,LZU,CLL,F2TH
,BJC,LAR,PC12
,ACT,CRS,C172
,PDB,MRI,BE99
,SZP,ABQ,B762
,OXR,TOA,C182
,AKL,TMZ,C172
,SDU,GIG,S76
,CRS,SLR,Unknown
,AVX,TOA,Unknown
,MPJ,FYV,Unknown
,WVI,SJC,Unknown
,SQL,SFO,Unknown
,AOM,XSB,GLF6
,PAZ,MEX,E190
,TRC,NTR,GA6C
,LPA,NRB,A332
,CGN,PRG,C56X
,PSL,DND,P28A
,YNA,LHR,A35K
,MUC,BRE,C525
,SOF,IST,E55P
,CIA,EMA,F2TH
,LIS,FCO,A320
,BRN,ZHI,BE33
,OUI,IXJ,A333
,STR,IST,B738
,LEQ,DUB,A21N
,RUH,TUK,A20N
,SZX,HUZ,A318
,PEK,GAW,A21N
,TMW,CES,BE76
,LSY,TWB,RV7
,DEL,SUH,A320
,RQY,RUH,A21N
,MDL,PFO,B77W
,MFK,AZI,A339
,NTD,TYS,F2TH
,SUA,SBA,GLF6
,AID,MSP,A320
,OTH,RDM,Unknown
,RDU,AUO,BE58
,TUL,RVS,CH7B
,CXO,GRK,B190
,PDX,PSP,E75L
,RBW,TYS,C510
,KYO,HWO,P28A
,LOU,DFW,SF34
,BNA,DVT,HDJT
,TNT,ORF,C680
,TEB,WJF,E545
,IAH,DEN,BCS3
,BFK,MYV,E75L
,GDT,BOS,BCS3
,XNA,BNA,E170
,BUR,NTD,AS50
,VCE,HIO,GLF6
,DEN,DTA,B39M
,SGR,WYS,GL5T
,MTT,MIA,B763
,BLH,LAR,CRJ2
,BZN,SUN,E55P
,SRQ,ILN,F2TH
,OKC,CAK,CRJ7
,SUA,VRB,P46T
,NGU,IAD,CRJ7
,YPA,COD,A21N
,ZZV,CEU,C68A
,TEB,TUS,E550
,BWI,DFW,CRJ9
,ADS,GGG,T206
,HCW,ART,E145
,FLG,AZA,RV6
,CDD,BDL,GL7T
,VIH,MCO,A321
,CRE,POP,B737
,ILM,ZPH,H25B
,CRS,HLB,B738
,LGC,ATL,P28A
,PVF,CIC,C182
,PLS,ATL,B739
,JRF,HNL,B38M
,DAL,HOU,B38M
,SCF,DRO,E145
,AST,HIO,BE35
,NQX,SFB,GA5C
,ALX,CHO,CRJ9
,BNA,MXA,BE35
,LUE,RMS,C17
,ECG,YYZ,B38M
,NSN,NPL,C172
,FLN,EZE,B738
,VLG,AEP,BE20
,EPA,FDO,BE20
,GYM,NTR,LJ75
,CDG,MAD,A320
,YPS,LND,A332
,PMI,CGN,C25A
,MMX,CIY,C25M
,LAX,DEL,A35K
,LTN,ZRH,E55P
,MAD,TLS,C650
,LIS,ANR,A320
,BBU,CAI,C56X
,PMI,GOT,CL35
,BRN,LUG,C56X
,ESB,SAW,A333
,IST,ZRH,B738
,KCO,CND,B738
,EDO,ISL,FA7X
,BGY,MAD,B738
,CGK,KJT,B737
,TAT,BTS,PC12
,DAT,PEK,A21N
,KTQ,TYN,B77L
,NOA,NTL,LJ35
,LST,MEB,AC50
,SHT,AVV,C172
,SYD,CWT,B738
,AVV,MEB,C172
,CSI,SHQ,Unknown
,BOM,NMB,C56X
,BBI,CDP,A21N
,HND,DNA,B788
,TKS,HND,B738
,KWJ,TPE,B739
,DXB,MCT,B38M
,RMB,VAS,A35K
,CYI,TPE,A21N
,TJQ,HLP,B738
,TIW,HIO,DA42
,MHK,CNK,C172
,LCH,IAH,E45X
,TEB,MAE,GLF6
,MEM,MCO,B763
,IAH,GLB,B738
,PWK,CGF,C680
,FAR,CAE,B739
,WDR,GVL,AA5
,TEB,GFL,SR22
,DAL,SCF,CL30
,HPN,PDK,GLF4
,SGF,KIP,C550
,SJU,CLW,B763
,EWR,POE,B752
,RBD,CRS,B407
,VRB,BNA,F2TH
,SSC,CAE,HDJT
,HUM,SNA,B737
,DFW,SFO,A319
,SKF,UVA,B407
,CVJ,TLC,A320
,CDR,VTN,CH7A
,GNV,FXE,P28A
,RDM,SEA,E75L
,FLL,MSY,FA20
,ILG,DOV,C172
,FNL,IND,C56X
,AUS,ERV,EA50
,KLW,HYL,C208
,IAD,IAH,B738
,ORD,IAH,B738
,HKG,CVG,B77L
,SNK,SEA,B38M
,BED,SCH,SR22
,ISO,APA,B738
,DEN,NLU,A319
,LGF,HSH,C182
,SFO,DTA,B38M
,ATL,CAE,B712
,MCO,ISM,CL35
,FXE,RSW,C25A
,CPX,TLH,GLF5
,EMP,MKC,B407
,MHH,CMH,CL30
,KYO,TPF,C182
,LNK,FRI,P28A
,FSU,LGB,C130
,BJC,NSE,TEX2
,BHB,YMW,RV10
,YOW,YWG,CRJ9
,TNP,YLW,C550
,QBX,CFB,A320
,QIQ,GRU,A20N
,CMF,SOD,GLEX
,GRU,GVR,A21N
,PUB,COS,Unknown
,NBO,ASV,AT75
,GYM,SFH,A321
,NAP,GVA,A20N
,YPN,WAW,B772
,AAC,PSD,B789
,KUT,BUP,B744
,LJU,FRA,CRJ9
,BER,MRS,A20N
,HAM,BQH,PC24
,BLK,BWF,B407
,FRA,LIS,A320
,CPH,KRS,AT76
,SMV,BRN,PC12
,ZRH,EML,DV20
,ANK,ISL,A21N
,LEJ,STN,B738
,GRU,OPO,GLEX
,LYP,INI,B763
,RUH,URY,A20N
,KUL,KUA,B38M
,PEK,PKX,A319
,KWJ,ICN,A332
,KHH,SWA,B738
,PEK,TYN,C919
,NBH,MEL,B738
,PER,GET,F100
,AVV,BXG,B505
,SHJ,TRV,B738
,DIU,HYD,A21N
,TPE,DMK,B739
,JSH,DXB,B77W
,TYZ,PRC,E135
,LAS,TEB,F900
,LDJ,MIA,GLEX
,HTW,AGC,C172
,SBP,GYM,E75L
,MEI,IND,B190
,ISM,OCF,SR20
,NTR,REX,PC12
,MIT,FUL,E75L
,MSY,BTR,C182
,DFW,CLL,E75L
,POB,JAX,BCS3
,PSF,BUF,B763
,PBC,REX,PA46
,VIS,TLR,C172
,BXK,HSH,P28A
,RKS,SLX,B39M
,JCY,SVE,B739
,IAB,TDW,PA32
,DVT,PJB,RV12
,DEN,DHT,CRJ2
,VRB,CCZ,E55P
,ELA,ATL,B737
,PHX,UES,PC24
,ORD,STL,CRJ7
,KIC,SFO,B350
,FYM,HUA,Unknown
,SGF,PTS,C25C
,IDA,VNY,GALX
,SBA,TOA,C82S
,VNY,PDX,C25B
,CLW,CRG,LNC2
,APC,WVI,RV12
,BED,BGE,LJ45
,NTD,RAL,C172
,VCP,LEP,BE40
,RBD,ONY,C172
,ABY,APF,B350
,PBI,MGE,C425
,DIQ,TPA,A333
,BFI,DVT,C56X
,BWI,MTN,AS50
,USA,ILM,B738
,MGC,IAD,A319
,GJT,TCM,B739
,BWI,WDG,B38M
,OKS,GLD,B38M
,RMG,ECP,B712
,LGA,RDU,CRJ9
,LZU,DNV,B739
,ODC,CCR,P28A
,PIT,PHL,A321
,XSB,DOH,C130
,YYC,ESD,B38M
,RZV,YYC,B788
,YQK,YCE,A321
,YYC,CEN,B789
,YYC,CUN,B789
,CHC,KBZ,PA18
,SOD,QHB,A20N
,QNV,VAG,A21N
,MLC,TRL,Unknown
,HIF,BTF,Unknown
,MRY,SQL,Unknown
,NUW,ODW,Unknown
,GRX,AGP,Unknown
,CFG,BQN,B789
,GLO,EXT,C208
,ANR,BRN,CL60
,MXP,ATH,A320
,BUD,ALA,A332
,BER,OPO,A320
,SSH,BOG,A359
,MUC,ESB,B738
,TEQ,VIE,A306
,PMF,BGY,B738
,CPH,SVG,CRJ9
,CTP,MQU,GLEX
,LTN,BQH,CL60
,BBU,WAW,A21N
,ELT,KIT,B789
,TAR,CCE,A20N
,JHB,KUL,B738
,CEB,MNL,B350
,KUA,KTE,B738
,TYN,CDE,A320
,SZX,KKM,B738
,TNA,EPU,B789
,BZP,MKY,B738
,TVY,HYD,A20N
,FSZ,HND,B738
,MNH,HDR,B38M
,LAX,TPE,B77W
,CGK,SIQ,B738
,RGR,ETN,CC11
,RIV,HMT,DHC6
,SYI,THA,C650
,PGL,VLD,SR22
,HPN,FLL,GLEX
,IAH,IAD,E45X
,SRF,DEN,E75L
,PVU,SNA,A320
,RSW,BFM,BCS3
,DTA,PVU,RS20
,MLD,SLC,C208
,LGC,PIM,COL4
,RSW,MIA,CL30
,PRO,STP,BE9L
,ALN,BVX,C750
,NPH,PUC,PA32
,ORL,OPF,CL60
,ABI,SWW,C182
,PDX,SDF,B763
,EGE,GSP,B350
,PNC,LWC,C172
,STT,ATL,B738
,ERI,ALX,B39M
,TRI,AVL,C25B
,HNL,JRF,A332
,SJT,BBD,DA42
,AUS,VHN,B737
,GVL,MGE,BE33
,UMZ,JLN,PA27
,ROG,SGF,PA32
,LEE,KYO,RV7
,LAL,ORF,B350
,SBA,HHR,S22T
,TIX,COI,C172
,RKT,AZI,C208
,LEE,CRG,C172
,BJC,FTW,C77R
,HWD,MRY,M20P
,GSP,SUA,C56X
,RST,TUL,C56X
,IAD,SRQ,CL35
,LAX,SAN,E75L
,ISP,AUS,FA50
,HAB,LMS,BE36
,MCO,LCQ,B752
,EWR,ORD,B763
,VBG,IND,A21N
,BJC,AFF,C182
,YSB,YSP,A333
,PDX,MSY,B738
,PSP,BZN,C560
,SAN,FST,B38M
,ANC,SIN,B77L
,LFT,OPL,EC35
,TCL,AUO,B06
,LAF,GYY,S22T
,TPA,ISM,C172
,WDG,END,BE40
,COF,PIT,C17
,FDK,YVR,B38M
,YYF,WSG,A321
,SDU,GIG,A139
,SCL,QRC,C182
,FXE,FLL,Unknown
,JNB,WKF,E195
,SLW,NLU,C295
,FRA,FTY,B744
,POZ,FRA,CRJ9
,ELT,KIT,A21N
,JSI,JSY,A320
,LIN,LPL,C25B
,LCA,LBG,E550
,WRO,HYC,B738
,FAB,BRN,PC24
,UVF,FAB,GLEX
,AOI,BZO,Unknown
,DGT,MNL,A320
,ILO,MNL,A20N
,DAT,FOC,A321
,HUZ,KUA,A20N
,TGN,SXE,AT8T
,AVV,MBW,SR20
,BMP,MKY,NG5
,MFM,ZUH,A21N
,SUH,CDP,A20N
,HYD,DXB,B38M
,KIP,CLL,PC12
,PGO,ICT,GLEX
,GEG,PTT,E75L
,SGU,PUB,SR22
,SNL,ADS,Unknown
,PWK,BRL,BE20
,MFE,SAT,C25C
,HPN,PDK,P180
,IAD,CLE,LJ45
,GWS,BFI,CL35
,EMT,BUR,C172
,CRG,NEN,BE36
,MHL,MIA,GLF4
,MVE,MCO,A319
,MKT,POH,P28A
,PIB,DSI,SR22
,AEL,OGB,A320
,DEN,BPT,B39M
,DYS,PHL,A20N
,HIF,BTF,CRUZ
